Judul,Gambar,Sumber Gambar,Alat dan Bahan,Langkah,Jenis,Sumber Artikel,Artikel Serupa
Tempat Pensil dari Kaleng Bekas,tempat_pensil.jpg,grillo-designs.com,"['Kaleng bekas', 'Gunting', 'Pemotong kertas', 'Pensil', 'Penggaris', 'Kertas astro atau kertas berwarna lainnya (opsional)', 'Lem', 'Manik-manik atau hiasan lainnya (opsional)']","['Cuci dan keringkan kaleng bekas.', 'Potong bagian atas kaleng dengan gunting atau pemotong kertas.', 'Lipat dan ratakan ujung kaleng yang tajam dengan gunting atau pemotong kertas.', 'Ukur tinggi dan lebar kaleng yang dipotong.', 'Gambarlah pola tempat pensil di atas kertas astro atau kertas berwarna lainnya sesuai dengan ukuran kaleng yang dipotong.', 'Gunting pola tempat pensil yang digambar.', 'Rekatkan pola tempat pensil pada potongan kaleng menggunakan lem.', 'Hiasi tempat pensil dengan manik-manik atau hiasan lainnya (opsional).']",logam,https://grillo-designs.com/diy-tin-can-pencil-holder/,"['Kotak Pensil', 'Tempat Pensil dari Koran', 'Pot Bunga dari Kaleng Bekas', 'Tempat Serbaguna dari Kaleng Bekas', 'Lampu Hias dari Kaleng Bekas']"
Tempat Sendok dari Kaleng Bekas,tempat sendok_dari_kaleng_bekas.jpg,home-dzine.co.za,"['6 buah kaleng yang sudah dicuci bersih', 'Cat enamel atau cat semprot', 'Balok kayu ukuran 150x250mm' ,'Amplas dengan ketebalan 80', 'Paku kawat dan palu atau bor', 'sekrup 16mm dan wadahnya']","['Gunakan amplas dengan ketebalan 80 grit untuk menghilangkan sisi kaleng yang tajam.', 'Cat kaleng dan balok kayu sesuai warna yang dipilih, dan biarkan kering semalaman.', 'Gunakan paku kawat dan palu atau bor untuk membuat lubang di bagian atas setiap kaleng, sehingga kita bisa menempelkan kaleng pada balok kayu.' , 'Pasang sepotong tali kulit ke bagian atas balok menggunakan sekrup dan wadahnya.', 'Gunakan lem epoksi untuk menempelkan tali kulit ke bagian depang masing-masing kaleng sebagai label nama.']",logam,https://nova.grid.id/read/051724184/diy-kaleng-bekas-jadi-tempat-sendok-wah-gimana-caranya?page=all,"['Tempat Serbaguna dari Kaleng Bekas', 'Lampu Hias dari Kaleng Bekas', 'Pot Bunga dari Kaleng Bekas', 'Lampu Tidur dari Kaleng Bekas', 'Kalungan Bunga Dari Koran Bekas']"
Dekorasi Dinding Dari Kaleng Bekas,dekorasi_dinding_dari_kaleng_bekas.jpg,DIY Dekorasi kaleng bekas cantik (Tangkapan layar TikTok/tiranissya),"['Kaleng bekas berukuran', 'Kain goni', 'Lem tembak', 'kardus' ,'Tali tambang katun', 'Gunting']","['Pertama, ambil kain goni dan ukur sesuai sisi samping bagian dalam dan luar kaleng. Lalu gunting kain goni sesuai ukuran yang telah kamu ukur.', 'Jangan lupa buat lingkaran menggunakan pensil atau pulpen sesuai dengan ukuran dasar kaleng bekas. Lalu gunting seperti langkah sebelumnya. Lingkaran ini akan kamu gunakan untuk bagian dalam kaleng.', 'Setelah mendapatkan potongan-potongan kain goni yang sesuai, tempelkan kain di bagian dalam dan bagian luar kaleng. Kamu bisa merekatkannya dengan lem tembak. Pastikan kamu menempelnya dengan rapi, ya!',  'Setelah kaleng terbungkus kain goni, siapkan kardus bekas yang telah diukur tingginya sesuai dengan tinggi kaleng. Kardus ini akan digunakan sebagai sekat.', 'Setelah itu, bungkus kardus pakai kain goni dan rekatkan pinggiran kardus dengan lem tembak untuk ditempelkan ke bagian kalengnya.', 'Untuk menutupi bagian-bagian pinggiran kaleng, kamu bisa menggunakan tali tambang katun. Tempel tali di seluruh bagian pinggir, depan, belakang kaleng agar terlihat lebih manis dan rapi.', 'Terakhir, kamu bisa membuat gantungannya agar bisa menempel di dinding. Gini cara bikinnya: Di bagian bawah buat simpul tali mati dan rekatkan dengan lem tembak di bagian pinggir. Tempelnya itu sejajar dengan sekatnya, Guys. Rapikan juga sisa tali untuk gantungannya dengan merekatkannya kebagian samping kaleng.', 'Tara! Hiasan dinding dari kaleng bekas kamu sudah jadi!']",logam,https://www.urbanasia.com/guide/diy-dekorasi-dinding-dari-kaleng-bekas-yuk-coba-U54293,"['Hiasan dinding kardus hexagonal', 'Lampu Hias dari Kardus Bekas', 'Tempat Pensil dari Kaleng Bekas', 'Hiasan Rumah Berbentuk Pohon', 'Hiasan Berbentuk Kaktus']"
Lampu Hias dari Kaleng Bekas,lampu_hias_dari_kaleng_bekas.jpg,langkah-membuat.blogspot.com,"['Kaleng bekas, seperti bekas makanan ringan maupun bekas tempat cat.', 'Paku', 'Palu', 'Kayu', 'Lampu', 'Kabel', 'Cat', 'Kuas']",,logam,https://langkah-membuat.blogspot.com/2014/11/membuat-lampu-hias-kaleng-bekas.html,"['Tempat Serbaguna dari Kaleng Bekas', 'Tempat Sendok dari Kaleng Bekas', 'Pot Bunga dari Kaleng Bekas', 'Lampu Tidur dari Kaleng Bekas', 'Kalungan Bunga Dari Koran Bekas']"
Lentera Dari Kaleng,lentera_dari_kaleng.jpg,jasa-edit7.blogspot.com,"['Kaleng bekas', 'Palu', 'Paku', 'Handuk kecil', 'Cat', 'Marker spidol', 'Gunting', 'Kertas', 'Selotip', 'Lampu kecil dengan baterai']","['Pilih kaleng bekas makanan dengan dinding tebal.', 'Sobek kover kaleng, bersihkan, dan keringkan.', 'Cek tepi kaleng, tutup dengan pita atau cabut dengan tang.', 'Buat desain lubang pada dinding kaleng, bisa langsung gambar atau print pola.', 'Isi kaleng dengan air dan simpan di freezer hingga air membeku.', 'Keluarkan kaleng yang beku, letakkan di atas handuk.', 'Mulai melubangi dinding kaleng sesuai desain dengan paku dan palu.', 'Hati-hati agar tidak merusak kaleng dan jari.', 'Hilangkan es dalam kaleng dengan menyiram air panas.', 'Keringkan kaleng dan cat dengan kuas atau semprot.', 'Setelah kering, letakkan lampu baterai di dalam kaleng.', 'Rekatkan lampu dengan lem agar tidak lepas.', 'Lentera kaleng siap digunakan untuk pesta atau berkemah.']",logam,https://jasa-edit7.blogspot.com/2017/10/cara-membuat-kerajinan-dari-kaleng-yang.html,"['Lampion Koran', 'Lampion Botol Kaca', 'Tempat Lilin', 'Tempat Sampah dari kardus', 'Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas']"
Tempat Pensil lucu dari kaleng,tempat_pensil_lucu_dari_kaleng.jpg,www.sanggarcerita.com,"['Kaleng bekas yang bersih dan kosong', 'Kertas atau kain yang menarik (untuk melapisi kaleng)', 'Lem', 'Gunting', 'Pensil atau spidol', 'Renda atau pita (opsional)', 'Pita pengukur (opsional)']","['Bersihkan kaleng bekas: Pastikan kaleng bekas sudah dicuci dan dikeringkan dengan baik. Jika ada label atau lembaran yang menempel pada kaleng, singkirkan dengan hati-hati.', 'Ukur dan potong kertas atau kain: Gunakan pita pengukur untuk mengukur tinggi kaleng dari bawah hingga atas, dan keliling kaleng. Gunakan ukuran tersebut sebagai panduan untuk memotong kertas atau kain yang akan melapisi kaleng. Pastikan ukurannya sedikit lebih besar dari ukuran kaleng agar bisa melapisi dengan sempurna.', 'Tempelkan kertas atau kain pada kaleng: Oleskan lem pada kaleng secara merata. Letakkan kertas atau kain yang sudah dipotong tadi di sekitar kaleng dan tempelkan dengan hati-hati. Pastikan permukaannya rata dan tanpa kerutan. Biarkan lem mengering.', 'Hiasi kotak pensil: Setelah lem kering, kamu bisa mendekorasi kotak pensil sesuai dengan selera. Gunakan pensil atau spidol untuk menggambar atau menulis di atas kertas atau kain. Kamu juga bisa menambahkan renda atau pita di sekitar bagian atas atau bawah kotak untuk memberikan sentuhan estetik.', 'Isi dengan pensil dan pulpen: Setelah kotak pensil sudah siap, kamu bisa memasukkan pensil, pulpen, atau alat tulis lainnya ke dalamnya. Pastikan untuk mengatur pensil secara rapi agar kotak pensil terlihat lebih teratur dan mudah digunakan.', 'Kotak pensil dari kaleng bekas siap digunakan!']",logam,https://www.sanggarcerita.com/kotak-pensil-dari-kaleng-bekas/,"['Kotak Pensil', 'Tas Tangan Lucu', 'Tempat Pensil dari Pelepah Pisang', 'Tempat Pensil dari Koran', 'Tempat Pensil dari Kaleng Bekas']"
Tempat Serbaguna dari Kaleng Bekas,tempat_serbaguna_dari_kaleng_bekas.jpg,-,"['Kaleng bekas', 'Cat akrilik atau cat semprot (pilih warna kesukaan Anda)', 'Kuas atau spray gun (sesuaikan dengan jenis cat)', 'Pensil & penghapus', 'Gunting', 'Bor', 'Lem', 'Kain perca/beludru (opsional)', 'Hiasan seperti manik-manik, renda, kancing (sesuai selera)']","['Bersihkan & persiapkan kaleng: Cuci bersih kaleng bekas dan hilangkan label/stiker. Pastikan kering sempurna.', 'Rancang & gambar pola: Gunakan pensil untuk menuangkan ide Anda pada kaleng. Ingin motif geometris, floral, atau karakter? Bebaskan kreativitas!', 'Potong kaleng sesuai pola: Gunakan gunting tajam untuk mengikuti pola yang sudah digambar. Hati-hati dan perlahan ya!', 'Saatnya berdandan! Warnai kaleng dengan cat pilihan. Ingin sentuhan ombre atau gradasi warna? Silakan bereksperimen!', 'Tambahan cantik: Hiasi kaleng dengan kain perca/beludru yang dilem, manik-manik, renda, atau kancing. Sesuaikan dengan gaya personal Anda.', 'Kompartemen praktis: Ingin sekat untuk memisahkan koleksi? Potong kain perca/beludru sesuai ukuran, lalu lem pada bagian dalam kaleng sesuai desain.', 'Pasang gantungan: Bor lubang kecil di bagian atas dan pasangkan gantungan sesuai keinginan. Rantai, tali, atau ring plastik bisa jadi pilihan.', 'Tempaty serbaguna dari kaleng bekas siap tampil']",logam,https://youtu.be/u4m9C03KLIE?si=iEiBxcfl7wOMQMeC,"['Tempat Sendok dari Kaleng Bekas', 'Lampu Hias dari Kaleng Bekas', 'Pot Bunga dari Kaleng Bekas', 'Lampu Tidur dari Kaleng Bekas', 'Kalungan Bunga Dari Koran Bekas']"
Tempat Lilin,tempat_lilin.jpg,cfartmojokerto.blogspot.com,"['Gantungan kayu', 'kaleng logam kecil', 'Gunting', 'Lem', 'Bor atau palu dan paku', 'Tali atau benang']","['Bersihkan kaleng dan lepaskan labelnya.', 'Gunakan bor atau palu dan paku untuk membuat lubang kecil di tengah setiap kaleng.', 'Potong 6 potong tali atau benang, masing-masing cukup panjang untuk menggantung kaleng dari gantungan.', 'Masukkan tali atau benang melalui lubang di kaleng dan ikatkan ke gantungan.', 'Gantung gantungan di dinding dan letakkan lilin di dalam kaleng.']",logam,https://seruni.id/kerajinan-dari-kaleng-bekas/,"['Lampu Gantung', 'Lampu Minyak', 'Lampion Koran', 'Lampion Botol Kaca', 'Kerajinan Tempat lilin dari Kulit Telur']"
Mainan Telepon-teleponan,mainan_telepon-teleponan.jpg,-,"['Dua kaleng kosong', 'Seutas tali atau benang panjang', 'Palu', 'Paku', 'Gunting', 'Selotip']","['Bersihkan kaleng dan hilangkan tepi yang tajam.', 'Gunakan palu dan paku untuk membuat lubang kecil di bagian bawah setiap kaleng.', 'Masukkan tali atau benang melalui lubang di kaleng dan ikat simpul di setiap ujungnya agar tidak terlepas.', 'Gunakan selotip untuk menutupi lubang dan menjaga tali atau benang tetap pada tempatnya.', 'Mainan telepon Anda sekarang siap digunakan!']",logam,https://seruni.id/kerajinan-dari-kaleng-bekas/,"['Figur Robot dari Mainan Elektronik Bekas', 'Kerajinan Boneka dari Kulit Telur', 'Kerajinan Mozaik dari Kulit Telur', 'Kerajinan Tempat Charger HP dari Botol Plastik Bekas', 'Aquarium Kardus']"
Celengan Lucu dari Kaleng Bekas,celengan_lucu_dari_kaleng_bekas.jpg,vagusnet.com,"['Kaleng bekas susu atau minuman', 'Cat akrilik warna-warni', 'Kuas cat', 'Kertas karton', 'Gunting', 'Lem', 'Spidol hitam', 'Mata boneka atau kancing (Optional)']","['Bersihkan kaleng bekas dan hilangkan labelnya. Jika ada bagian yang tajam, ratakan dengan palu atau gunting.', 'Cat kaleng bekas dengan warna dasar sesuai selera. Biarkan kering.', 'Gambar wajah hewan lucu pada kaleng bekas dengan spidol hitam. Misalnya, kucing, kelinci, panda, atau beruang.', 'Cat bagian wajah hewan dengan warna yang sesuai. Misalnya, hidung, mulut, pipi, atau telinga. Biarkan kering.', 'Tempel mata boneka atau kancing pada kaleng bekas dengan lem. Jika tidak ada, Anda bisa membuat mata dari kertas karton dan cat.', 'Buat lubang di atas kaleng bekas dengan gunting atau pisau. Lubang ini untuk memasukkan uang ke dalam celengan.', 'Buat tutup celengan dari kertas karton dengan ukuran yang sesuai dengan kaleng bekas. Potong lubang di tengah tutup celengan yang seukuran dengan lubang di kaleng bekas. Tempel tutup celengan pada kaleng bekas dengan lem.', 'Hias celengan dengan motif atau aksesoris sesuai selera. Misalnya, bintik-bintik, garis-garis, bunga, atau pita.']",logam,https://seruni.id/kerajinan-dari-kaleng-bekas/,"['Kerajinan Celengan Anak dari Botol Plastik Bekas', 'Celengan Babi dari Botol Plastik', 'Celengan unik dari Kardus', 'Celengan Dari Koran Bekas', 'Tempat Sendok dari Kaleng Bekas']"
Gantungan Kunci dari komponen Elektronik,gantungan_kunci_dari_komponen_elektronik.jpg,-,"['Ring gantungan kunci', 'Komponen elektronik', 'Korek api', 'Paku']","['Panaskan ujung paku dengan korek api', 'Lubangi komponen elektronik dengan paku yang dipanasi tadi', 'Masukkan ring gantungan kunci ke lubangnya', 'Gantungan Kunci sudah dapat di gantung di tempat yang diinginkan'] ",elektronik,http://souvenirplakat.com/blog/contoh-kerajinan-tangan-dari-barang-elektronik-bekas,"['Gantungan Kunci dari Kain Perca', 'Figur Robot dari Mainan Elektronik Bekas', 'Lampu Minyak', 'Tas Tangan Lucu', 'Kerajinan Koran Bekas Jadi Tong Sampah']"
Lampu Hias dengan DVD bekas,lampu_hias_dengan_dvd_bekas.jpg,-,"['CD bekas (berbagai warna)', 'Kawat', 'Lampu LED', 'Lem tembak', 'Gunting']","['Bersihkan CD bekas dan potong menjadi bentuk yang diinginkan (misal, bunga, kupu-kupu, atau lainnya).', 'Susun potongan CD menjadi pola yang diinginkan dan rekatkan dengan lem tembak.', 'Pasang kawat pada lampu LED dan lilitkan pada potongan CD.', 'Hubungkan lampu LED ke sumber listrik.']",elektronik,https://www.bumiku.web.id/2013/07/membuat-lampu-dari-cd.html,"['Lampu Tidur Hias dari Botol Kaca Bekas', 'Lampu Hias dari Botol Plastik Bekas', 'Lampu Hias dari Kardus Bekas', 'Kerajinan Tangan Lampu Hias dari Botol Mizone Bekas', 'Membuat Lampu Hias Dari Botol Kaca Bekas Sirup']"
Figur Robot dari Mainan Elektronik Bekas,figur_robot_dari_mainan_elektronik_bekas.jpg,Eci/pasjabar,"['Mainan elektronik bekas (mobil remote control, robot, dll.)', 'Tang', 'Obeng', 'Kabel', 'Lem tembak', 'Cat akrilik (opsional)']","['Lepas bagian-bagian mainan elektronik yang diinginkan.', 'Susun dan rekatkan bagian-bagian tersebut dengan lem tembak untuk membentuk figur robot.', 'Gunakan kabel untuk menambahkan detail seperti antena atau kabel listrik (opsional).', 'Cat figur robot dengan warna yang diinginkan (opsional).']",elektronik,https://m.youtube.com/watch?v=R_idxjsa-p4,"['Mainan Telepon-teleponan', 'Boneka Kaos Bekas', 'Boneka Pinguin Lucu dari Botol Plastik', 'Miniatur Rumah dari Kardus Bekas', 'Kerajinan Boneka dari Kulit Telur']"
Membuat Aquarium dari TV Bekas,membuat_aquarium_dari_tv_bekas.jpg,-,"['TV bekas yang tidak terpakai', 'Alat potong atau gergaji', 'Sarung tangan tugas berat dan perlengkapan keamanan lainnya', 'Kaca untuk dinding belakang TV', 'Gambar background akuarium', 'Peralatan hiasan aquarium (mainan ikan, batu marmer, dll.)', 'Pompa air dan wadah filter', 'Lampu variasi warna']","['Siapkan TV yang tidak terpakai, pilih TV bekas yang tidak terpakai dan sesuai dengan ukuran yang diinginkan.', 'Buka kerangka belakang TV, buka kerangka televisi bagian belakang untuk memudahkan pemasukan air nantinya.', 'Buang komponen elektronik, hati-hati buang semua komponen elektronik TV, hanya menyisakan tabung TV.', 'Potong bagian belakang tabung TV, potong bagian belakang tabung TV sesuai dengan gambar yang diinginkan.', 'Simpan komponen yang bisa dihias, simpan komponen yang bisa digunakan sebagai hiasan, seperti tombol atau bagian unik lainnya.', 'Ukur dan potong kaca, ukur dan potong kaca sesuai dengan ukuran casing TV untuk menutup bagian depan.', 'Pasang gambar aquarium, pasang gambar background akuarium di bagian dalam TV menggunakan lem atau cara lain yang sesuai.', 'Tambahkan peralatan hiasan, tambahkan peralatan hiasan aquarium seperti batu marmer, mainan ikan, dan hiasan lainnya.', 'Pasang pompa air, pasang pompa air di sisi yang tersisa dalam casing TV untuk menjaga kejernihan air dan keseimbangan udara.', 'Pasang lampu, pasang lampu variasi warna di dalam TV untuk memberikan efek visual yang menarik.', 'Pasang casing TV, tutup TV menggunakan casing TV bekas agar terlihat seperti aquarium berada di dalam TV.', 'Tambahkan hiasan tambahan seperti mainan ikan bergerak untuk menarik perhatian.']",elektronik,https://budidaya.terlanjurbasah.net/2017/11/cara-membuat-aquarium-dari-tv-bekas.html,"['Aquarium Kardus', 'Membuat Aquarium Bohlam Untuk Ikan Mini', 'Membuat Aquarium dari Toples Kaca Bekas', 'Vas Bunga Dari Koran Bekas', 'Mangkok Dari Koran Bekas']"
Membuat Lampu Daur ulang dari Blender Bekas,membuat_lampu_daur_ulang_dari_blender_bekas.jpg,-,"['Blender jar (Back to Basics Ice Master 3000 Blender)', 'Alat pengamplasan pasir (jika ingin memberi efek frosted pada jar)', 'Lampu sorot dengan soket, kabel, saklar, dan steker (dapat ditemukan di IKEA)', 'Obeng', 'Tang dan pemotong kawat', 'Dremel atau alat pemotong lainnya', 'Bohlam lampu (disarankan menggunakan CFL untuk penggunaan yang lebih aman)', 'Sekrup', 'Stopkontak listrik']","['Persiapkan blender jar, bersihkan dan persiapkan blender jar yang akan digunakan.', 'Pilih apakah ingin meninggalkan jar seperti semula atau memberi efek frosted. Jika ingin memberi efek frosted, gunakan alat pengamplasan pasir atau sandblasting.', 'Siapkan soket lampu, kabel, saklar, dan steker.', 'Cari soket lampu, kabel, saklar, dan steker', 'Cabut perakitan pisau dari bawah blender jar.', 'Lepas bodi bagian bawah, gunakan obeng untuk melepas bodi bagian bawah.', 'Dengan blender dalam keadaan terlepas, keluarkan motor dengan membuka sekrup dan memotong kabel dengan tang.', 'Buat lubang untuk soket lampu, ukur diameter soket lampu dan buat lubang sesuai ukuran di bagian atas blender base menggunakan dremel atau alat pemotong lainnya. Tes ukuran lubang dengan soket hingga pas.', 'Pasang soket lampu, masukkan soket lampu dari bawah ke atas lubang yang telah dibuat.', 'Pasang penutup soket hingga kokoh.', 'Perakitan kembali bodi bagian bawah', 'Dengan soket lampu sudah terpasang, pasang kembali bodi bagian bawah seperti semula. Pastikan kabel keluar melalui lubang di bagian belakang atau bawah blender.', 'Temukan bohlam lampu yang sesuai, pilih bohlam lampu yang sesuai dan pasang.', 'Tempatkan blender jar kembali di atas base, menutupi bohlam lampu. Pastikan tidak ada benturan yang dapat merusak bohlam saat mengangkat atau meletakkan blender jar.', 'Pasang kembali tutup jar jika diinginkan. Jika menggunakan lampu CFL, lampu akan tetap dingin dan aman dengan tutup jar ditempatkan.', 'Lampu blender yang telah selesai, siap untuk dipajang.', 'Blender yang kini bertransformasi menjadi lampu daur ulang yang menarik. Cocok untuk ditempatkan di meja kerja dan menjadi pembicaraan menarik.']",elektronik,https://www.instructables.com/Blender-Lamp/,"['Lampu Hias dari Botol Plastik Bekas', 'Lampu Tidur Hias dari Botol Kaca Bekas', 'Lampu Hias dari Kardus Bekas', 'Kerajinan Tangan Lampu Hias dari Botol Mizone Bekas', 'Membuat Lampu Hias Dari Botol Kaca Bekas Sirup']"
Lampu Hias dari Toples Kaca,lampu_hias_dari_toples_kaca.jpg,-,"['Toples kaca yang agak tinggi', 'Kawat, Tali rami', 'Gelas kaca transparan ukuran tanggung', 'Manik-manik kaca warna (dalam berbagai pilihan warna)']","['Siapkan toples kaca yang agak tinggi, pastikan toples ini memiliki ukuran yang memadai untuk proyek ini (jangan gunakan toples kue yang cenderung lebih cetek).', 'Letakkan gelas kaca transparan di tengah-tengah toples.', 'Gunakan manik-manik kaca warna pilihanmu untuk mengisi ruang di antara gelas kaca dan toples, hingga seluruh gelas tertutupi oleh manik-manik.', 'Dengan hati-hati, susun manik-manik kaca sehingga mereka menutupi seluruh permukaan gelas kaca dalam toples. Proses ini akan memberikan tampilan yang menarik pada hiasan.', 'Selanjutnya, lilitkan kawat di sekitar bagian leher toples untuk membuat hanger atau gantungan pada hiasan kaca., 'Terakhir, gunakan tali rami untuk menutupi kawat di sekitar leher toples kaca, memberikan tampilan yang lebih estetis.', 'Hiasan kaca siap digunakan! Untuk menciptakan suasana romantis, cukup letakkan lilin di dalamnya saat malam tiba. Kamu bisa memajang hiasan kaca ini di ruang keluarga, teras, atau di dekat taman rumahmu untuk efek pencahayaan yang indah.']",kaca,https://mostlybraindump.com/kerajinan/cara-membuat-hiasan-dari-kaca/,"['Membuat Lampu Hias Dari Botol Kaca Bekas Sirup', 'Membuat Kerajinan Tangan Lampu Hias Gantung Dari Botol Bekas', 'Lampu Tidur Hias dari Botol Kaca Bekas', 'Membuat Aquarium dari Toples Kaca Bekas', 'Kerajinan Tangan Lampu Hias dari Botol Mizone Bekas']"
Lonceng Angin dari Potongan Kaca,lonceng-angin-dari-potongan-kaca.jpg,-,"['2 buah ram ring (lingkaran untuk kerajinan menyulam) dengan ukuran berbeda', 'Cat', 'Benang tebal',  'Potongan kaca berwarna-warni atau manik-manik kaca (sesuai keinginan)']","['Ikatkan kedua ram ring satu sama lain, dengan meletakkan lingkaran yang lebih kecil di dalam lingkaran yang lebih besar. Pastikan ikatan tali cukup kencang untuk menjaga kedua lingkaran tetap terikat erat.', 'Setelah ram ring terikat, buat tali yang menjuntai ke bawah pada setiap lingkaran. Tali ini akan digunakan untuk menggantungkan hiasan lonceng angin.', 'Ikatkan potongan kaca atau manik-manik kaca pada ujung tali yang menjuntai. Pastikan ikatan cukup kuat agar hiasan tidak mudah copot.', 'Gunakan cat untuk menghias potongan kaca sesuai selera. Warna dan desain potongan kaca dapat bervariasi untuk menciptakan tampilan yang menarik.', 'Pastikan lonceng angin terdiri dari berbagai ukuran dan warna potongan kaca untuk menciptakan efek visual yang menarik.', 'Setelah selesai, lonceng angin siap digantungkan di dekat jendela. Nikmati suara lembut dan gerakan anggun lonceng angin buatan sendiri.']",kaca,https://mostlybraindump.com/kerajinan/cara-membuat-hiasan-dari-kaca/,"['Kreasi Wind Chime dari Botol Kaca Bekas', 'Tempat Pensil dari Gelas Kaca', 'Lampu dalam Botol Kaca', 'Lampion Botol Kaca', 'Pernak-pernik Kaca 3 Dimensi']"
Vas Bunga dengan Bingkai,vas_bunga_dengan_bingkai.jpg,-,"['Botol kaca', 'Papan kayu berukuran 1 inci x 6 inci', 'Bor', 'Bunga atau tanaman (artifisial atau hidup)', 'Air (jika menggunakan bunga atau tanaman hidup)']","['Tambahkan bingkai dari papan kayu pada botol kaca.', 'Lubangi papan kayu untuk memasukkan mulut botol kaca.', 'Masukkan bunga atau tanaman ke dalam botol.', 'Jika menggunakan tanaman hidup, tambahkan air agar tetap segar.']",kaca,https://hyundai.motorstudio.co.id/id/senayan-park/newsrooms/recycle-botol-kaca,"['Bunga Plastik', 'Vas Bunga Lukis', 'Kerajinan Bunga dari Kertas Koran', 'Vas Bunga Sederhana Dari Koran Bekas', 'Vas Bunga Dari Koran Bekas']"
Lampu Gantung,lampu_gantung.jpg,-,"['Alat dan Bahan', 'Botol kaca', 'Pemotong kaca khusus', 'Amplas', 'Cat atau isolasi berwarna-warni', 'Instalasi lampu']","['Potong setengah bagian botol dengan pemotong kaca.', 'Amplas bagian bawah botol untuk kehalusan.', 'Cat atau lapisi dengan isolasi berwarna-warni.', 'Pasang instalasi lampu dan gantung di ruangan favorit.']",kaca,https://hyundai.motorstudio.co.id/id/senayan-park/newsrooms/recycle-botol-kaca,"['Tempat Lilin', 'Rak Buku', 'Tempat Tidur Boneka', 'Bola Lampu dari Kulit Telur', 'Lampu Minyak']"
Vas Bunga Lukis,vas_bunga_lukis.jpg,-,"['Botol kaca atau toples', 'Cat warna terang', 'Bunga artifisial atau tanaman segar']","['Cat botol dengan warna terang.', 'Jemur botol di bawah sinar matahari hingga cat kering.', 'Tambahkan bunga artifisial atau tanaman segar.']",kaca,https://hyundai.motorstudio.co.id/id/senayan-park/newsrooms/recycle-botol-kaca,"['Vas Bunga Dari Koran Bekas', 'Pot Bunga dari Botol Kaca yang Dicat Berwarna', 'Vas Bunga dengan Bingkai', 'Vas Bunga Dinding dari Toples Kaca', 'Bunga Dari Koran Bekas']"
Lampu Minyak,lampu_minyak.jpg,-,"['Botol kaca', 'Minyak (tanah, bensin, minyak goreng, atau minyak spiritus', 'Tali sumbu']","['Isi setengah botol dengan minyak pilihan.', 'Masukkan tali sumbu ke dalam botol.', 'Nyalakan tali sumbu untuk membuat lampu minyak.']",kaca,https://hyundai.motorstudio.co.id/id/senayan-park/newsrooms/recycle-botol-kaca,"['Tempat Lilin', 'Lampu dalam Botol Kaca', 'Bola Lampu dari Kulit Telur', 'Lampion Botol Kaca', 'Kap Lampu Gantung Koran Bekas']"
Lentera Pelangi,lentera_pelangi.jpg,-,"['Botol kaca', 'Kuas', 'Cat warna-warni', 'Lilin aroma terapi']","['Potong botol menjadi dua.', 'Cat potongan botol kaca bagian atas dengan warna-warna menarik.', 'Nyalakan lilin aroma terapi di potongan botol kaca bagian bawah dan letakkan potongan botol kaca bagian atas di atasnya.',]",kaca,https://hyundai.motorstudio.co.id/id/senayan-park/newsrooms/recycle-botol-kaca,"['Kerajinan Bunga dari Kulit Jagung', 'Boneka Kaos Bekas', 'Sarung kabel', 'Tempat Sendok dari Kaleng Bekas', 'Tempat Serbaguna dari Kaleng Bekas']"
Lampion Botol Kaca,lampion_botol_kaca.jpg,-,"['Botol kaca bekas', 'Cat warna-warni', 'Kabel listrik yang dapat disesuaikan', 'Glitter', 'Instalasi listrik', 'Kuas',]","['Bersihkan botol kaca bekas secara menyeluruh.', 'Hiasi botol kaca dengan cat warna-warni sesuai kreativitas dan selera.', 'Tambahkan glitter untuk menambah efek visual yang menarik.', 'Pasang instalasi listrik di dalam botol kaca, pastikan kabelnya dapat disesuaikan dengan ukuran ruangan.', 'Tempatkan lampion botol kaca sebagai hiasan rumah yang unik dan berikan pencahayaan lembut.']",kaca,https://www.lezgetreal.com/kerajinan-dari-kaca/#!,"['Lampion Botol Berbentuk Bunga dari Botol Plastik Bekas', 'Lampu dalam Botol Kaca', 'Lampion Botol bertemakan Putri Duyung dari Botol Plastik Bekas', 'Lampu Tidur Hias dari Botol Kaca Bekas', 'Lampu Hias dari Botol Plastik Bekas']"
Pernak-pernik Kaca 3 Dimensi,pernak_pernik_kaca_3_dimensi.jpg,-,"['Kaca bekas', 'Gelas kaca atau toples kaca', 'Alat pemotong kaca', 'Lem kaca atau perekat kuat', 'Cat (opsional)']","['Pilih kaca bekas yang sesuai dengan kreasi pernak-pernik 3 dimensi yang diinginkan.', 'Bentuk kaca sesuai dengan selera dan tempelkan pada gelas kaca atau toples kaca.', 'Gunakan alat pemotong kaca jika perlu membentuk kaca sesuai desain yang diinginkan.', 'Hiasi pernak-pernik dengan cat untuk menambah nilai estetika.']",kaca,https://www.lezgetreal.com/kerajinan-dari-kaca/#!,"['Tempat Pensil dari Gelas Kaca', 'Lampu Hias dari Toples Kaca', 'Vas Bunga Dinding dari Toples Kaca', 'Lampu dalam Botol Kaca', 'Membuat Aquarium dari Toples Kaca Bekas']"
